,FullRawTextPCM,FullRawText,Arg1_RawText,Arg2_RawText,arg1_rawTextPCM_alignment,arg2_raw_textPCM_alignment,connective_rawTextPCM_alignment
19208,"But the pump price wey dey the pump come down small small
",but it buoys bond prices as interest rates fall,but it buoys bond prices,interest rates fall,But the wey dey pump price,small pump come,the
19394,"We no dey control di facts, na dem be.
",We don't control the facts. They are what they are,We don't control the facts,They are what they are,"We no dey control di facts,",na be. dem be.,
19400,"Dem wound am when e fall inside water
",she had been injured when she slipped in a pool,she had been injured,she slipped in a pool,Dem wound am,e fall inside water,when
19404,": The ploy work o.
",The ploy worked. The defense won,The ploy worked,The defense won,The ploy : work,o. o.,
19486,"Sey if you get substitute, why you use am?
","that if substitutes are available, why not use them",that why not use them,substitutes are available,Text Not Found,"you substitute, get Sey substitute,",if
19495,"Where the plant dey when dem need am
",where the greenhouse was when they needed it,where the greenhouse was,they needed it,Where the plant dey dey,dem need am,when
19512,"Transport money better pass when wahala dey.
",that fare better when there are many problems,that fare better,there are many problems,Transport pass better,wahala dey. money dey.,when
19533,"E just be like when heavy breeze dey blow.
",It's just a matter of time before the tide turns,It's just a matter of time,the tide turns,E be blow. just dey breeze dey like,heavy breeze blow.,when
19624,"Resign quick quick like human being
",from resigning as soon as humans would have,from resigning,humans would have,quick Resign being,human,quick like
19662,": e pay when e buy CD
",he paid when he bought the CD,he paid,he bought the CD,e pay,e buy : CD,when
19792,": to enter ship if weather good
",to seize the ship if the situation warrants it,to seize the ship,the situation warrants it,to enter : ship,weather good,if
19827,"Russian dey talk peace, Palestinian dey talk election.
",The Russians are talking peace. The Palestinians are talking elections,The Russians are talking peace,The Palestinians are talking elections,"Russian dey dey talk peace, election.","peace, Palestinian dey dey talk election.",
19920,"Person wey get sense and wey dem fit trust dey do wetin good
","If he is competent and conscientious, he serves us well",he serves us well,he is competent and conscientious,wey do wey good,wey get sense wetin and dem fit trust,Person
19977,"Manufacturers dey face when dem dey upgrade their machine
",that manufacturers face when computerizing their operations,that manufacturers face,computerizing their operations,Manufacturers Manufacturers face,Manufacturers upgrade their machine,when
20122,"Dey worry person make dem no do dis one again o.
",to have somebody worried so they don't do this again,to have somebody worried,they don't do this again,o. Dey Dey person worry dis,dem no o. do one again,Dey person
20180,"E need to dey discipline more more, e need to dey discipline imself
",It needs more discipline. It needs to sort itself out,It needs more discipline,It needs to sort itself out,"E need more discipline more,",e need to dey discipline imself,
20186,"People wey dey invest fit get plenty gain when their money big pass wetin dem suppose get
",Investors may reap huge profits when premiums exceed claims,Investors may reap huge profits,premiums exceed claims,People invest wey wey get big gain,plenty money their suppose get,when
20211,"Slave na even small if person fit get life insurance
",Its stake is even smaller if life insurance is included,Its stake is even smaller,life insurance is included,Slave person na even small,life insurance get fit,if
20294,"Japanese stock market man wey dey sell American bond, maybe e be bingo?
",Japanese stock salesmen selling American bonds? Maybe it's crazy,Japanese stock salesmen selling American bonds,Maybe it's crazy,"Japanese stock market man sell American bond, bingo?","maybe bond, maybe be wey bingo?",
20393,": Pay dey di same level, and duty light dey reduce.
","The pay's the same, and the duty's lighter",The pay's the same,the duty's lighter,": Pay dey di same level,",reduce. duty dey light reduce.,and
20399,"Wetin fit happen if dem no do am
",what can happen if they fail,what can happen,they fail,Wetin fit happen,dem am,if
20569,"Dem dey stay inside the building.
","Once they are in the building, they stay",they stay,they are in the building,dey stay,dey inside the building.,Dem
20676,"Charlton Heston wey dey among di movie star too
","produced by Charlton Heston, who also stars in the movie",produced by Charlton Heston,who stars in the movie,wey dey Charlton Heston wey,Text Not Found,too
20680,"When this one go happen and when the time wey we suppose do am
","When that occurs, and when the time is right",When that occurs,when the time is right,When this happen suppose,when the time go am,and
20695,"E no get any comment until e board meet Wednesday
",it wouldn't have any comment until its board meets Wednesday,it wouldn't have any comment,its board meets Wednesday,E no get any comment,e board meet Wednesday,until
20719,"Na only after wetin dem talk about the matter don push dem down
",bidding only after speculation had pushed up the price,bidding,speculation had pushed up the price,Na wetin,dem talk about don push down the matter,only after
20736,"Di explosion start when one seal fall
",the explosions began when a seal blew out,the explosions began,a seal blew out,Di explosion start,one seal fall,when
20809,"Municipal bond na one kobo and one kobo na one kobo.
","Municipals ended mixed, while mortgage-backed and investment-grade corporate bonds rose",Municipals ended mixed,mortgage-backed and investment-grade corporate bonds rose,Municipal bond na one kobo,kobo kobo na and kobo one kobo. kobo. kobo.,one
20875,"E dey come small small before e pull am
",It comes real gentle before it pulls,It comes real gentle,it pulls,E come small dey small,e pull am,before
20883,"The guide young and e sabi this business
",The guide is young and he knows this business,The guide is young,he knows this business,The guide sabi young,e sabi this business,and
20888,"Texas big and fine and dem dey stay here
",Texas is big and beautiful and they live here,Texas is big and beautiful,they live here,Texas dey big and fine,dem stay here,and
20911,"Men na always complication. Baker get plenty of dem
",Men were a constant complication. Baker had lots of them,Men were a constant complication,Baker had lots of them,Men na plenty always complication.,Baker get plenty of dem,
20916,": first make im husband cry before e die, then e go Argentina
",driving her husband first to despair and then to Argentina,driving her husband first to despair,to Argentina,": im husband first make cry die,",go Argentina,then
20917,"She make money, spend more, friends pitched in.
","She made money, but spent more. Friends pitched in","She made money, but spent more",Friends pitched in,"She make money, more, money, spend more, in.",friends pitched in.,
20942,": and when she sing di two amours, dem cry.
","and when she sang ""J'ai deux amours"" they wept",and they wept,"she sang ""J'ai deux amours",Text Not Found,"she sing : di cry. two amours,",when
20945,"But as Jazz Cleopatra dey waka now, e be like sey e rush go o.
","but as ""Jazz Cleopatra"" goes on, it seems more rushed",but it seems more rushed,"Jazz Cleopatra"" goes on",Text Not Found,"Jazz e Cleopatra dey waka now,",as
20975,": E no dey pay dividend, and dis trust need income.
","It doesn't pay a dividend, and this trust needs income",It doesn't pay a dividend,this trust needs income,"E no dey pay income. dividend,",dis trust need income.,and
21096,"Di condition don improve since wey Oga God, wey be Oga God, take over as king.
",its condition has improved since Mr. Decker took over,its condition has improved,Mr. Decker took over,Di condition don improve,"wey king. Oga God, take over",since
21122,"Integrated talk am after market close
",Integrated made its announcement after the market closed,Integrated made its announcement,the market closed,Integrated talk am,market close,after
21313,"Stock price crash and bondage come up
",Stock prices fell and bonds rose,Stock prices fell,bonds rose,Stock price crash,bondage come,and
21322,"Phillips and Arco talk sey dem no go do anything again. But Ashland come lose im property.
",Phillips and Arco posted declines. Ashland had a loss,Phillips and Arco posted declines,Ashland had a loss,Phillips and Arco talk again. lose,Ashland come property. property.,
